Vardas               Pavarde             ND1                 ND2                 ND3                 ND4                 ND5                 ND6                 Egzaminas            

Vardas245            Pavarde245          1                   9                   1                   7                   7                   5                   9                    

Vardas246            Pavarde246          6                   10                  1                   7                   10                  3                   5                    

Vardas247            Pavarde247          1                   10                  8                   4                   9                   1                   9                    

Vardas248            Pavarde248          3                   10                  8                   4                   7                   6                   7                    

Vardas249            Pavarde249          9                   3                   3                   2                   3                   6                   4                    

Vardas250            Pavarde250          9                   6                   3                   10                  2                   2                   7                    

Vardas251            Pavarde251          6                   3                   1                   10                  3                   10                  6                    

Vardas252            Pavarde252          10                  9                   2                   1                   4                   4                   8                    

Vardas253            Pavarde253          10                  4                   4                   1                   9                   3                   8                    

Vardas254            Pavarde254          8                   8                   5                   7                   8                   2                   2                    

Vardas255            Pavarde255          4                   5                   5                   8                   9                   3                   7                    

Vardas256            Pavarde256          7                   7                   4                   4                   6                   1                   9                    

Vardas257            Pavarde257          4                   1                   1                   10                  2                   6                   10                   

Vardas258            Pavarde258          2                   10                  10                  3                   10                  9                   9                    

Vardas259            Pavarde259          5                   6                   3                   6                   9                   5                   7                    

Vardas260            Pavarde260          5                   8                   4                   5                   2                   1                   3                    

Vardas261            Pavarde261          7                   10                  7                   4                   2                   9                   4                    

Vardas262            Pavarde262          7                   4                   7                   6                   6                   2                   2                    

Vardas263            Pavarde263          5                   6                   6                   10                  4                   9                   2                    

Vardas264            Pavarde264          1                   2                   9                   8                   7                   3                   10                   

Vardas265            Pavarde265          4                   8                   6                   10                  5                   8                   6                    

Vardas266            Pavarde266          1                   3                   10                  8                   1                   6                   9                    

Vardas267            Pavarde267          3                   6                   10                  3                   3                   5                   10                   

Vardas268            Pavarde268          3                   8                   5                   9                   3                   1                   6                    

Vardas269            Pavarde269          8                   9                   6                   5                   7                   4                   4                    

Vardas270            Pavarde270          7                   2                   6                   1                   5                   7                   5                    

Vardas271            Pavarde271          3                   7                   3                   4                   3                   4                   9                    

Vardas272            Pavarde272          6                   9                   5                   5                   8                   1                   1                    

Vardas273            Pavarde273          1                   2                   2                   3                   7                   10                  3                    

Vardas274            Pavarde274          4                   4                   3                   4                   3                   6                   6                    

Vardas275            Pavarde275          5                   4                   2                   8                   9                   5                   10                   

Vardas276            Pavarde276          1                   3                   6                   10                  8                   8                   2                    

Vardas277            Pavarde277          1                   2                   1                   10                  3                   3                   6                    

Vardas278            Pavarde278          1                   5                   9                   8                   8                   2                   10                   

Vardas279            Pavarde279          4                   10                  10                  1                   8                   3                   2                    

Vardas280            Pavarde280          5                   3                   7                   9                   6                   1                   10                   

Vardas281            Pavarde281          9                   7                   4                   10                  3                   2                   4                    

Vardas282            Pavarde282          3                   3                   5                   10                  3                   1                   4                    

Vardas283            Pavarde283          10                  4                   1                   2                   4                   1                   8                    

Vardas284            Pavarde284          4                   6                   9                   10                  5                   1                   6                    

Vardas285            Pavarde285          9                   4                   1                   8                   2                   7                   2                    

Vardas286            Pavarde286          9                   5                   8                   5                   1                   6                   1                    

Vardas287            Pavarde287          7                   5                   2                   6                   3                   8                   6                    

Vardas288            Pavarde288          10                  7                   8                   3                   1                   2                   6                    

Vardas289            Pavarde289          1                   5                   1                   8                   1                   8                   4                    

Vardas290            Pavarde290          10                  5                   3                   2                   4                   3                   2                    

Vardas291            Pavarde291          9                   3                   7                   4                   6                   7                   7                    

Vardas292            Pavarde292          2                   8                   5                   2                   3                   1                   10                   

Vardas293            Pavarde293          7                   3                   6                   2                   6                   7                   8                    

Vardas294            Pavarde294          1                   8                   7                   10                  8                   7                   8                    

Vardas295            Pavarde295          10                  10                  4                   10                  6                   5                   1                    

Vardas296            Pavarde296          5                   1                   9                   5                   5                   10                  9                    

Vardas297            Pavarde297          8                   7                   7                   8                   8                   5                   3                    

Vardas298            Pavarde298          3                   8                   1                   9                   7                   4                   9                    

Vardas299            Pavarde299          6                   10                  4                   8                   10                  10                  3                    

Vardas300            Pavarde300          9                   1                   3                   8                   7                   9                   3                    

Vardas301            Pavarde301          2                   7                   7                   1                   8                   10                  3                    

Vardas302            Pavarde302          1                   1                   2                   1                   3                   5                   8                    

Vardas303            Pavarde303          2                   4                   2                   10                  1                   2                   10                   

Vardas304            Pavarde304          2                   6                   8                   6                   10                  7                   10                   

Vardas305            Pavarde305          6                   5                   1                   2                   7                   1                   1                    

Vardas306            Pavarde306          1                   4                   9                   10                  5                   7                   5                    

Vardas307            Pavarde307          10                  2                   8                   8                   5                   5                   7                    

Vardas308            Pavarde308          7                   1                   9                   6                   7                   3                   1                    

Vardas309            Pavarde309          2                   9                   6                   8                   3                   3                   5                    

Vardas310            Pavarde310          6                   2                   9                   6                   4                   7                   1                    

Vardas311            Pavarde311          1                   3                   10                  7                   6                   5                   2                    

Vardas312            Pavarde312          4                   1                   8                   6                   2                   4                   9                    

Vardas313            Pavarde313          4                   2                   7                   10                  8                   10                  10                   

Vardas314            Pavarde314          5                   4                   3                   2                   4                   10                  4                    

Vardas315            Pavarde315          1                   9                   2                   2                   8                   6                   7                    

Vardas316            Pavarde316          8                   9                   9                   2                   9                   9                   8                    

Vardas317            Pavarde317          9                   8                   2                   1                   9                   7                   3                    

Vardas318            Pavarde318          1                   3                   7                   6                   8                   2                   6                    

Vardas319            Pavarde319          10                  8                   5                   2                   6                   9                   4                    

Vardas320            Pavarde320          2                   6                   4                   4                   9                   2                   6                    

Vardas321            Pavarde321          3                   8                   9                   10                  2                   2                   6                    

Vardas322            Pavarde322          6                   1                   1                   6                   4                   1                   10                   

Vardas323            Pavarde323          7                   6                   6                   1                   4                   2                   8                    

Vardas324            Pavarde324          1                   5                   10                  4                   10                  5                   8                    

Vardas325            Pavarde325          2                   9                   8                   1                   5                   7                   8                    

Vardas326            Pavarde326          5                   9                   6                   6                   10                  10                  5                    

Vardas327            Pavarde327          8                   4                   7                   2                   8                   4                   6                    

Vardas328            Pavarde328          1                   9                   3                   5                   1                   8                   2                    

Vardas329            Pavarde329          4                   9                   7                   2                   7                   9                   4                    

Vardas330            Pavarde330          3                   4                   5                   10                  5                   3                   2                    

Vardas331            Pavarde331          7                   10                  6                   5                   2                   4                   4                    

Vardas332            Pavarde332          1                   4                   2                   3                   2                   2                   1                    

Vardas333            Pavarde333          10                  5                   6                   4                   10                  6                   2                    

Vardas334            Pavarde334          1                   10                  5                   3                   1                   1                   6                    

Vardas335            Pavarde335          1                   2                   2                   4                   1                   5                   5                    

Vardas336            Pavarde336          9                   8                   1                   9                   5                   9                   3                    

Vardas337            Pavarde337          5                   5                   10                  6                   8                   3                   3                    

Vardas338            Pavarde338          10                  9                   6                   5                   7                   10                  7                    

Vardas339            Pavarde339          1                   1                   2                   2                   4                   8                   1                    

Vardas340            Pavarde340          2                   10                  9                   1                   8                   7                   2                    

Vardas341            Pavarde341          7                   6                   6                   6                   8                   10                  6                    

Vardas342            Pavarde342          5                   6                   8                   4                   8                   4                   1                    

Vardas343            Pavarde343          4                   7                   9                   5                   5                   8                   8                    

Vardas344            Pavarde344          8                   10                  8                   2                   1                   3                   4                    

Vardas345            Pavarde345          6                   2                   5                   10                  7                   1                   3                    

Vardas346            Pavarde346          4                   1                   10                  10                  1                   1                   7                    

Vardas347            Pavarde347          6                   4                   9                   6                   5                   10                  9                    

Vardas348            Pavarde348          4                   10                  7                   4                   10                  4                   10                   

Vardas349            Pavarde349          7                   9                   4                   7                   7                   3                   10                   

Vardas350            Pavarde350          4                   3                   4                   2                   3                   8                   10                   

Vardas351            Pavarde351          6                   9                   5                   4                   8                   2                   2                    

Vardas352            Pavarde352          6                   9                   6                   7                   3                   6                   2                    

Vardas353            Pavarde353          2                   9                   7                   8                   7                   4                   8                    

Vardas354            Pavarde354          3                   6                   4                   4                   9                   8                   2                    

Vardas355            Pavarde355          1                   5                   5                   2                   3                   9                   9                    

Vardas356            Pavarde356          1                   2                   10                  2                   3                   8                   1                    

Vardas357            Pavarde357          10                  9                   10                  5                   8                   8                   3                    

Vardas358            Pavarde358          5                   7                   5                   6                   4                   3                   4                    

Vardas359            Pavarde359          3                   2                   1                   9                   4                   1                   5                    

Vardas360            Pavarde360          5                   2                   6                   1                   7                   4                   2                    

Vardas361            Pavarde361          8                   8                   6                   5                   7                   7                   4                    

Vardas362            Pavarde362          8                   4                   10                  1                   10                  10                  7                    

Vardas363            Pavarde363          8                   10                  6                   9                   6                   5                   8                    

Vardas364            Pavarde364          10                  9                   3                   9                   8                   6                   5                    

Vardas365            Pavarde365          8                   4                   5                   1                   5                   2                   8                    

Vardas366            Pavarde366          10                  10                  2                   8                   7                   10                  6                    

Vardas367            Pavarde367          9                   1                   8                   5                   1                   9                   7                    

Vardas368            Pavarde368          2                   10                  3                   2                   9                   4                   9                    

Vardas369            Pavarde369          9                   3                   6                   9                   2                   9                   1                    

Vardas370            Pavarde370          10                  6                   1                   6                   8                   10                  9                    

Vardas371            Pavarde371          1                   5                   1                   10                  5                   3                   2                    

Vardas372            Pavarde372          9                   6                   5                   7                   7                   8                   6                    

Vardas373            Pavarde373          4                   3                   9                   6                   8                   9                   2                    

Vardas374            Pavarde374          7                   6                   9                   5                   2                   5                   9                    

Vardas375            Pavarde375          6                   8                   10                  3                   10                  9                   1                    

Vardas376            Pavarde376          6                   2                   3                   4                   2                   7                   1                    

Vardas377            Pavarde377          8                   2                   3                   5                   1                   5                   6                    

Vardas378            Pavarde378          4                   2                   10                  1                   1                   7                   5                    

Vardas379            Pavarde379          9                   2                   5                   4                   8                   3                   3                    

Vardas380            Pavarde380          8                   6                   4                   8                   10                  5                   9                    

Vardas381            Pavarde381          1                   7                   3                   7                   3                   1                   10                   

Vardas382            Pavarde382          5                   7                   1                   2                   1                   3                   3                    

Vardas383            Pavarde383          6                   10                  3                   9                   2                   7                   8                    

Vardas384            Pavarde384          10                  8                   1                   4                   5                   8                   10                   

Vardas385            Pavarde385          7                   9                   7                   2                   10                  8                   3                    

Vardas386            Pavarde386          5                   8                   4                   9                   7                   5                   5                    

Vardas387            Pavarde387          6                   5                   2                   8                   10                  1                   2                    

Vardas388            Pavarde388          6                   1                   9                   8                   9                   2                   2                    

Vardas389            Pavarde389          10                  2                   3                   8                   3                   10                  8                    

Vardas390            Pavarde390          8                   4                   1                   1                   6                   10                  2                    

Vardas391            Pavarde391          2                   10                  1                   6                   2                   3                   4                    

Vardas392            Pavarde392          3                   9                   7                   5                   8                   8                   1                    

Vardas393            Pavarde393          9                   9                   5                   2                   7                   2                   5                    

Vardas394            Pavarde394          6                   1                   1                   4                   5                   7                   9                    

Vardas395            Pavarde395          2                   2                   7                   5                   1                   1                   4                    

Vardas396            Pavarde396          1                   9                   2                   7                   9                   8                   7                    

Vardas397            Pavarde397          4                   7                   4                   6                   2                   7                   10                   

Vardas398            Pavarde398          6                   7                   9                   9                   9                   7                   7                    

Vardas399            Pavarde399          10                  10                  3                   7                   6                   6                   2                    

Vardas400            Pavarde400          7                   10                  10                  8                   8                   8                   8                    

Vardas401            Pavarde401          10                  3                   5                   9                   5                   9                   3                    

Vardas402            Pavarde402          5                   8                   9                   3                   1                   9                   6                    

Vardas403            Pavarde403          6                   8                   6                   2                   5                   8                   2                    

Vardas404            Pavarde404          9                   10                  10                  3                   2                   6                   7                    

Vardas405            Pavarde405          7                   4                   8                   5                   10                  3                   6                    

Vardas406            Pavarde406          4                   4                   1                   5                   9                   4                   6                    

Vardas407            Pavarde407          3                   5                   5                   6                   8                   6                   1                    

Vardas408            Pavarde408          3                   4                   6                   3                   10                  6                   2                    

Vardas409            Pavarde409          3                   6                   6                   3                   3                   6                   9                    

Vardas410            Pavarde410          5                   1                   9                   1                   7                   1                   3                    

Vardas411            Pavarde411          4                   6                   8                   7                   4                   7                   7                    

Vardas412            Pavarde412          6                   6                   8                   5                   10                  6                   5                    

Vardas413            Pavarde413          10                  3                   2                   1                   7                   5                   1                    

Vardas414            Pavarde414          9                   6                   2                   6                   8                   7                   8                    

Vardas415            Pavarde415          4                   6                   5                   1                   6                   9                   9                    

Vardas416            Pavarde416          9                   9                   7                   6                   9                   5                   8                    

Vardas417            Pavarde417          10                  8                   9                   4                   10                  5                   6                    

Vardas418            Pavarde418          8                   7                   1                   1                   6                   2                   6                    

Vardas419            Pavarde419          10                  6                   1                   7                   10                  9                   2                    

Vardas420            Pavarde420          10                  3                   4                   4                   8                   6                   1                    

Vardas421            Pavarde421          4                   6                   5                   8                   10                  3                   9                    

Vardas422            Pavarde422          8                   3                   2                   9                   3                   3                   7                    

Vardas423            Pavarde423          10                  4                   1                   1                   8                   3                   10                   

Vardas424            Pavarde424          3                   6                   10                  10                  6                   7                   1                    

Vardas425            Pavarde425          6                   6                   1                   3                   9                   5                   5                    

Vardas426            Pavarde426          2                   6                   3                   6                   9                   7                   3                    

Vardas427            Pavarde427          4                   10                  9                   7                   7                   6                   1                    

Vardas428            Pavarde428          9                   4                   4                   1                   4                   2                   2                    

Vardas429            Pavarde429          10                  6                   9                   5                   7                   9                   3                    

Vardas430            Pavarde430          8                   2                   6                   5                   8                   3                   9                    

Vardas431            Pavarde431          9                   8                   5                   9                   7                   8                   9                    

Vardas432            Pavarde432          7                   2                   3                   10                  1                   10                  7                    

Vardas433            Pavarde433          2                   7                   3                   5                   4                   3                   2                    

Vardas434            Pavarde434          1                   5                   2                   2                   8                   10                  7                    

Vardas435            Pavarde435          8                   3                   2                   10                  4                   3                   1                    

Vardas436            Pavarde436          6                   9                   2                   7                   4                   3                   4                    

Vardas437            Pavarde437          4                   6                   5                   6                   10                  7                   6                    

Vardas438            Pavarde438          5                   4                   1                   4                   10                  7                   8                    

Vardas439            Pavarde439          4                   3                   7                   9                   8                   3                   10                   

Vardas440            Pavarde440          9                   1                   10                  8                   8                   6                   7                    

Vardas441            Pavarde441          9                   1                   8                   10                  1                   9                   7                    

Vardas442            Pavarde442          9                   7                   7                   9                   4                   2                   3                    

Vardas443            Pavarde443          10                  2                   6                   4                   6                   4                   2                    

Vardas444            Pavarde444          7                   6                   9                   7                   1                   5                   6                    

Vardas445            Pavarde445          5                   5                   9                   2                   1                   9                   7                    

Vardas446            Pavarde446          3                   3                   4                   10                  9                   2                   6                    

Vardas447            Pavarde447          6                   1                   1                   5                   2                   7                   10                   

Vardas448            Pavarde448          10                  5                   4                   3                   3                   5                   2                    

Vardas449            Pavarde449          6                   10                  4                   1                   5                   2                   4                    

Vardas450            Pavarde450          2                   9                   7                   3                   3                   6                   8                    

Vardas451            Pavarde451          10                  2                   5                   8                   3                   7                   1                    

Vardas452            Pavarde452          5                   8                   2                   9                   8                   6                   6                    

Vardas453            Pavarde453          1                   5                   10                  9                   4                   5                   7                    

Vardas454            Pavarde454          3                   1                   10                  4                   10                  2                   5                    

Vardas455            Pavarde455          3                   4                   2                   10                  2                   3                   10                   

Vardas456            Pavarde456          3                   10                  5                   1                   9                   2                   1                    

Vardas457            Pavarde457          3                   2                   2                   8                   6                   8                   2                    

Vardas458            Pavarde458          4                   7                   5                   9                   1                   1                   8                    

Vardas459            Pavarde459          1                   6                   4                   3                   5                   7                   3                    

Vardas460            Pavarde460          4                   1                   10                  7                   4                   6                   8                    

Vardas461            Pavarde461          5                   5                   8                   6                   4                   6                   10                   

Vardas462            Pavarde462          9                   8                   7                   5                   4                   3                   9                    

Vardas463            Pavarde463          8                   8                   1                   1                   2                   3                   2                    

Vardas464            Pavarde464          5                   2                   8                   4                   6                   9                   9                    

Vardas465            Pavarde465          2                   2                   1                   2                   2                   4                   10                   

Vardas466            Pavarde466          3                   7                   4                   8                   5                   8                   3                    

Vardas467            Pavarde467          8                   7                   9                   1                   4                   5                   7                    

Vardas468            Pavarde468          3                   10                  6                   3                   4                   6                   1                    

Vardas469            Pavarde469          4                   10                  2                   8                   8                   1                   8                    

Vardas470            Pavarde470          6                   7                   3                   2                   10                  10                  5                    

Vardas471            Pavarde471          1                   7                   4                   7                   5                   10                  8                    

Vardas472            Pavarde472          6                   10                  3                   3                   5                   3                   9                    

Vardas473            Pavarde473          3                   6                   9                   9                   8                   9                   10                   

Vardas474            Pavarde474          8                   3                   1                   8                   7                   5                   2                    

Vardas475            Pavarde475          1                   6                   10                  5                   6                   2                   3                    

Vardas476            Pavarde476          3                   3                   7                   10                  6                   4                   9                    

Vardas477            Pavarde477          10                  9                   5                   4                   9                   10                  4                    

Vardas478            Pavarde478          2                   4                   4                   2                   1                   6                   4                    

Vardas479            Pavarde479          5                   3                   9                   8                   6                   6                   5                    

Vardas480            Pavarde480          5                   4                   9                   10                  1                   6                   10                   

Vardas481            Pavarde481          3                   3                   9                   3                   5                   1                   8                    

Vardas482            Pavarde482          4                   6                   5                   9                   6                   8                   10                   

Vardas483            Pavarde483          2                   6                   4                   5                   6                   10                  9                    

Vardas484            Pavarde484          10                  8                   2                   1                   8                   4                   6                    

Vardas485            Pavarde485          5                   7                   4                   8                   4                   4                   9                    

Vardas486            Pavarde486          1                   5                   10                  6                   5                   6                   1                    

Vardas487            Pavarde487          8                   5                   9                   1                   8                   6                   3                    

Vardas488            Pavarde488          8                   6                   5                   5                   7                   2                   3                    
